(0, 0);vide
(0, 1);vide
(0, 2);vide
(0, 3);vide
(0, 4);vide
(0, 5);vide
(0, 6);vide
(0, 7);vide
(0, 8);vide
(0, 9);vide
(0, 10);vide
(1, 0);vide
(1, 1);vide
(1, 2);vide
(1, 3);vide
(1, 4);vide
(1, 5);vide
(1, 6);vide
(1, 7);vide
(1, 8);vide
(1, 9);vide
(1, 10);vide
(2, 0);mur
(2, 1);mur
(2, 2);mur
(2, 3);mur
(2, 4);mur
(2, 5);mur
(2, 6);mur
(2, 7);mur
(2, 8);mur
(2, 9);vide
(2, 10);vide
(3, 0);vide
(3, 1);vide
(3, 2);vide
(3, 3);vide
(3, 4);vide
(3, 5);mur
(3, 6);vide
(3, 7);vide
(3, 8);vide
(3, 9);vide
(3, 10);vide
(4, 0);vide
(4, 1);vide
(4, 2);vide
(4, 3);vide
(4, 4);vide
(4, 5);mur
(4, 6);vide
(4, 7);vide
(4, 8);vide
(4, 9);vide
(4, 10);vide
(5, 0);mur
(5, 1);mur
(5, 2);mur
(5, 3);mur
(5, 4);vide
(5, 5);mur
(5, 6);vide
(5, 7);vide
(5, 8);mur
(5, 9);mur
(5, 10);mur
(6, 0);vide
(6, 1);vide
(6, 2);vide
(6, 3);vide
(6, 4);vide
(6, 5);mur
(6, 6);vide
(6, 7);vide
(6, 8);vide
(6, 9);vide
(6, 10);vide
(7, 0);mur
(7, 1);mur
(7, 2);vide
(7, 3);mur
(7, 4);mur
(7, 5);mur
(7, 6);mur
(7, 7);mur
(7, 8);vide
(7, 9);vide
(7, 10);vide
(8, 0);vide
(8, 1);vide
(8, 2);vide
(8, 3);mur
(8, 4);vide
(8, 5);mur
(8, 6);vide
(8, 7);mur
(8, 8);mur
(8, 9);vide
(8, 10);mur
(9, 0);vide
(9, 1);vide
(9, 2);vide
(9, 3);mur
(9, 4);vide
(9, 5);mur
(9, 6);vide
(9, 7);vide
(9, 8);mur
(9, 9);vide
(9, 10);mur
(10, 0);vide
(10, 1);mur
(10, 2);mur
(10, 3);mur
(10, 4);vide
(10, 5);mur
(10, 6);vide
(10, 7);vide
(10, 8);mur
(10, 9);vide
(10, 10);mur
(11, 0);vide
(11, 1);vide
(11, 2);vide
(11, 3);mur
(11, 4);vide
(11, 5);mur
(11, 6);vide
(11, 7);mur
(11, 8);mur
(11, 9);vide
(11, 10);vide
(12, 0);vide
(12, 1);vide
(12, 2);vide
(12, 3);vide
(12, 4);vide
(12, 5);mur
(12, 6);vide
(12, 7);vide
(12, 8);vide
(12, 9);vide
(12, 10);vide
(13, 0);mur
(13, 1);mur
(13, 2);vide
(13, 3);mur
(13, 4);mur
(13, 5);mur
(13, 6);vide
(13, 7);vide
(13, 8);mur
(13, 9);mur
(13, 10);mur
(14, 0);vide
(14, 1);vide
(14, 2);vide
(14, 3);vide
(14, 4);vide
(14, 5);vide
(14, 6);vide
(14, 7);vide
(14, 8);mur
(14, 9);vide
(14, 10);vide
(15, 0);mur
(15, 1);mur
(15, 2);mur
(15, 3);mur
(15, 4);vide
(15, 5);mur
(15, 6);vide
(15, 7);mur
(15, 8);mur
(15, 9);vide
(15, 10);mur
(16, 0);vide
(16, 1);vide
(16, 2);vide
(16, 3);vide
(16, 4);vide
(16, 5);mur
(16, 6);vide
(16, 7);vide
(16, 8);vide
(16, 9);vide
(16, 10);vide
(17, 0);vide
(17, 1);mur
(17, 2);vide
(17, 3);mur
(17, 4);mur
(17, 5);mur
(17, 6);vide
(17, 7);mur
(17, 8);mur
(17, 9);mur
(17, 10);mur
(18, 0);vide
(18, 1);mur
(18, 2);vide
(18, 3);mur
(18, 4);mur
(18, 5);mur
(18, 6);vide
(18, 7);vide
(18, 8);vide
(18, 9);vide
(18, 10);vide
(19, 0);vide
(19, 1);mur
(19, 2);vide
(19, 3);vide
(19, 4);vide
(19, 5);mur
(19, 6);vide
(19, 7);vide
(19, 8);mur
(19, 9);mur
(19, 10);mur
(20, 0);vide
(20, 1);mur
(20, 2);mur
(20, 3);mur
(20, 4);vide
(20, 5);mur
(20, 6);vide
(20, 7);mur
(20, 8);mur
(20, 9);vide
(20, 10);vide
(21, 0);vide
(21, 1);mur
(21, 2);vide
(21, 3);vide
(21, 4);vide
(21, 5);mur
(21, 6);vide
(21, 7);vide
(21, 8);mur
(21, 9);vide
(21, 10);vide
(22, 0);vide
(22, 1);vide
(22, 2);vide
(22, 3);vide
(22, 4);mur
(22, 5);mur
(22, 6);vide
(22, 7);vide
(22, 8);vide
(22, 9);vide
(22, 10);vide
