(0, 0);vide
(0, 1);vide
(0, 2);vide
(0, 3);vide
(0, 4);vide
(0, 5);vide
(0, 6);vide
(0, 7);vide
(0, 8);vide
(0, 9);vide
(1, 0);vide
(1, 1);mur
(1, 2);vide
(1, 3);vide
(1, 4);vide
(1, 5);vide
(1, 6);vide
(1, 7);vide
(1, 8);vide
(1, 9);vide
(2, 0);vide
(2, 1);mur
(2, 2);vide
(2, 3);vide
(2, 4);vide
(2, 5);vide
(2, 6);vide
(2, 7);vide
(2, 8);vide
(2, 9);vide
(3, 0);vide
(3, 1);mur
(3, 2);vide
(3, 3);vide
(3, 4);vide
(3, 5);vide
(3, 6);vide
(3, 7);vide
(3, 8);vide
(3, 9);vide
(4, 0);vide
(4, 1);mur
(4, 2);vide
(4, 3);vide
(4, 4);vide
(4, 5);vide
(4, 6);vide
(4, 7);vide
(4, 8);vide
(4, 9);vide
(5, 0);vide
(5, 1);mur
(5, 2);vide
(5, 3);vide
(5, 4);vide
(5, 5);vide
(5, 6);vide
(5, 7);vide
(5, 8);vide
(5, 9);vide
(6, 0);vide
(6, 1);mur
(6, 2);vide
(6, 3);vide
(6, 4);vide
(6, 5);vide
(6, 6);vide
(6, 7);vide
(6, 8);vide
(6, 9);vide
(7, 0);vide
(7, 1);mur
(7, 2);vide
(7, 3);vide
(7, 4);vide
(7, 5);vide
(7, 6);vide
(7, 7);vide
(7, 8);vide
(7, 9);vide
(8, 0);vide
(8, 1);mur
(8, 2);vide
(8, 3);vide
(8, 4);vide
(8, 5);vide
(8, 6);vide
(8, 7);vide
(8, 8);vide
(8, 9);vide
(9, 0);vide
(9, 1);vide
(9, 2);vide
(9, 3);vide
(9, 4);vide
(9, 5);vide
(9, 6);vide
(9, 7);vide
(9, 8);vide
(9, 9);vide
